inquiry_id,product_id,lang,text,true_theme
Q03371,P0218,en,Can we add our logo on the packaging?,customization
Q03372,P0225,zh,支持OEM/ODM吗?,customization
Q03373,P0112,en,"Your competitor offers $X less, can you match it?",price
Q03374,P0081,en,Is the price negotiable for 500 units?,price
Q03375,P0475,en,Can you offer a better price for bulk orders?,price
Q03376,P0439,en,Any chance of a 10% discount for first-time buyers?,price
Q03377,P0422,en,Do you have any promotional pricing this month?,price
Q03378,P0367,en,What is the battery capacity?,feature
Q03379,P0023,en,What's the warranty period?,feature
Q03380,P0160,zh,这个月有促销价吗?,price
Q03381,P0460,zh,最低起订量多少才能拿到折扣?,price
Q03382,P0208,en,Is the price negotiable for 500 units?,price
Q03383,P0448,en,Does it come with a CE certification?,feature
Q03384,P0175,en,"Your competitor offers $X less, can you match it?",price
Q03385,P0395,en,Can you offer a better price for bulk orders?,price
Q03386,P0073,zh,大批量采购可以给个更好的价格吗?,price
Q03387,P0269,en,Can you share the technical spec sheet?,feature
Q03388,P0453,zh,和同类产品相比价格偏高。,price
Q03389,P0073,zh,这个产品支持IPX7防水吗?,feature
Q03390,P0443,en,Is air freight available for urgent orders?,delivery
Q03391,P0343,en,The price seems high compared to similar products.,price
Q03392,P0134,zh,"你们竞争对手报价更低,能否匹配?",price
Q03393,P0304,zh,电池容量多少毫安?,feature
Q03394,P0022,en,Is the price negotiable for 500 units?,price
Q03395,P0174,zh,首次合作能给9折吗?,price
Q03396,P0474,en,Can you offer a better price for bulk orders?,price
Q03397,P0235,en,What is the minimum order quantity to get a discount?,price
Q03398,P0049,zh,500件的话价格能再优惠吗?,price
Q03399,P0404,zh,这个产品支持IPX7防水吗?,feature
Q03400,P0210,zh,电池容量多少毫安?,feature
Q03401,P0284,zh,发到德国需要多久?,delivery
Q03402,P0129,en,Will the order arrive before Chinese New Year?,delivery
Q03403,P0208,en,Do you support DDP shipping to the US?,delivery
Q03404,P0352,zh,最低起订量多少才能拿到折扣?,price
Q03405,P0000,zh,能发一下技术参数表吗?,feature
Q03406,P0401,zh,500件的话价格能再优惠吗?,price
Q03407,P0353,zh,有CE认证吗?,feature
Q03408,P0369,zh,保修期多久?,feature
Q03409,P0180,en,Can you offer a better price for bulk orders?,price
Q03410,P0167,zh,支持DDP发到美国吗?,delivery
Q03411,P0124,zh,这个月有促销价吗?,price
Q03412,P0179,en,Can you share the technical spec sheet?,feature
Q03413,P0001,en,Do you support DDP shipping to the US?,delivery
Q03414,P0156,en,What is the minimum order quantity to get a discount?,price
Q03415,P0194,en,What's the warranty period?,feature
Q03416,P0395,zh,大批量采购可以给个更好的价格吗?,price
Q03417,P0157,zh,"需要定制零售包装,可以做吗?",customization
Q03418,P0444,en,Does this product support waterproof IPX7?,feature
Q03419,P0457,en,Is air freight available for urgent orders?,delivery
Q03420,P0033,zh,这个产品支持IPX7防水吗?,feature
Q03421,P0212,en,The price seems high compared to similar products.,price
Q03422,P0395,en,What's the lead time for 1000 units?,delivery
Q03423,P0425,zh,最低起订量多少才能拿到折扣?,price
Q03424,P0093,en,Is the material BPA-free?,feature
Q03425,P0234,zh,大批量采购可以给个更好的价格吗?,price
Q03426,P0335,zh,这个月有促销价吗?,price
Q03427,P0477,en,Does it come with a CE certification?,feature
Q03428,P0445,en,Is the price negotiable for 500 units?,price
Q03429,P0062,en,Is private label packaging available?,customization
Q03430,P0422,zh,"你们竞争对手报价更低,能否匹配?",price
Q03431,P0332,en,"Your competitor offers $X less, can you match it?",price
Q03432,P0291,en,What is the battery capacity?,feature
Q03433,P0286,en,Do you support OEM/ODM service?,customization
Q03434,P0434,zh,材料是否不含BPA?,feature
Q03435,P0061,zh,材料是否不含BPA?,feature
Q03436,P0013,en,Does this product support waterproof IPX7?,feature
Q03437,P0499,zh,1000件的生产周期多久?,delivery
Q03438,P0173,zh,材料是否不含BPA?,feature
Q03439,P0208,zh,能保证12月15号前到货吗?,delivery
Q03440,P0111,zh,保修期多久?,feature
Q03441,P0001,en,Can you share the technical spec sheet?,feature
Q03442,P0185,en,"Your competitor offers $X less, can you match it?",price
Q03443,P0422,en,Can we add our logo on the packaging?,customization
Q03444,P0094,en,Is the material BPA-free?,feature
Q03445,P0464,zh,包装盒能换成我们的品牌设计吗?,customization
Q03446,P0386,zh,"你们竞争对手报价更低,能否匹配?",price
Q03447,P0476,en,"We need custom retail packaging, is that possible?",customization
Q03448,P0272,zh,支持DDP发到美国吗?,delivery
Q03449,P0414,en,What is the battery capacity?,feature
Q03450,P0280,en,What is the minimum order quantity to get a discount?,price
Q03451,P0340,en,Can you share the technical spec sheet?,feature
Q03452,P0337,zh,发到德国需要多久?,delivery
Q03453,P0270,zh,能发一下技术参数表吗?,feature
Q03454,P0038,zh,"你们竞争对手报价更低,能否匹配?",price
Q03455,P0217,zh,500件的话价格能再优惠吗?,price
Q03456,P0117,zh,1000件的生产周期多久?,delivery
Q03457,P0122,en,Can you offer a better price for bulk orders?,price
Q03458,P0282,zh,有CE认证吗?,feature
Q03459,P0007,zh,"你们竞争对手报价更低,能否匹配?",price
Q03460,P0010,zh,有CE认证吗?,feature
Q03461,P0154,zh,这个产品支持IPX7防水吗?,feature
Q03462,P0071,zh,有CE认证吗?,feature
Q03463,P0466,zh,和同类产品相比价格偏高。,price
Q03464,P0323,zh,有CE认证吗?,feature
Q03465,P0198,en,Do you support DDP shipping to the US?,delivery
Q03466,P0463,zh,可以做自有品牌包装吗?,customization
Q03467,P0292,zh,首次合作能给9折吗?,price
Q03468,P0391,en,Can you offer a better price for bulk orders?,price
Q03469,P0133,zh,材料是否不含BPA?,feature
Q03470,P0064,en,How long is the shipping time to Germany?,delivery
Q03471,P0482,en,What's the lead time for 1000 units?,delivery
Q03472,P0008,en,Will the order arrive before Chinese New Year?,delivery
Q03473,P0093,en,Can you share the technical spec sheet?,feature
Q03474,P0308,en,Will the order arrive before Chinese New Year?,delivery
Q03475,P0392,en,What's the lead time for 1000 units?,delivery
Q03476,P0001,zh,能保证12月15号前到货吗?,delivery
Q03477,P0247,en,What is the battery capacity?,feature
Q03478,P0115,zh,最低起订量多少才能拿到折扣?,price
Q03479,P0210,zh,"需要定制零售包装,可以做吗?",customization
Q03480,P0494,en,Can you offer a better price for bulk orders?,price
Q03481,P0017,zh,有CE认证吗?,feature
Q03482,P0023,en,What is the battery capacity?,feature
Q03483,P0447,en,Do you have any promotional pricing this month?,price
Q03484,P0186,en,Does this product support waterproof IPX7?,feature
Q03485,P0087,zh,材料是否不含BPA?,feature
Q03486,P0486,zh,春节前能到货吗?,delivery
Q03487,P0352,en,Can you share the technical spec sheet?,feature
Q03488,P0191,zh,大批量采购可以给个更好的价格吗?,price
Q03489,P0127,en,Do you have any promotional pricing this month?,price
Q03490,P0383,zh,大批量采购可以给个更好的价格吗?,price
Q03491,P0033,en,What's the warranty period?,feature
Q03492,P0098,en,Is air freight available for urgent orders?,delivery
Q03493,P0025,zh,支持OEM/ODM吗?,customization
Q03494,P0130,zh,有CE认证吗?,feature
Q03495,P0034,en,What is the battery capacity?,feature
Q03496,P0126,zh,"需要定制零售包装,可以做吗?",customization
Q03497,P0219,zh,1000件的生产周期多久?,delivery
Q03498,P0172,zh,支持OEM/ODM吗?,customization
Q03499,P0385,zh,能发一下技术参数表吗?,feature
Q03500,P0085,en,Will the order arrive before Chinese New Year?,delivery
Q03501,P0378,zh,能发一下技术参数表吗?,feature
Q03502,P0008,en,Is the material BPA-free?,feature
Q03503,P0391,zh,材料是否不含BPA?,feature
Q03504,P0459,en,"Your competitor offers $X less, can you match it?",price
Q03505,P0326,en,Is the price negotiable for 500 units?,price
Q03506,P0453,zh,电池容量多少毫安?,feature
Q03507,P0240,en,Does it come with a CE certification?,feature
Q03508,P0481,en,Can you change the box design to our brand?,customization
Q03509,P0254,en,Does it come with a CE certification?,feature
Q03510,P0172,en,Does it come with a CE certification?,feature
Q03511,P0174,en,What's the warranty period?,feature
Q03512,P0259,zh,这个产品支持IPX7防水吗?,feature
Q03513,P0236,zh,支持OEM/ODM吗?,customization
Q03514,P0121,zh,这个月有促销价吗?,price
Q03515,P0197,zh,这个产品支持IPX7防水吗?,feature
Q03516,P0462,zh,有CE认证吗?,feature
Q03517,P0015,zh,大批量采购可以给个更好的价格吗?,price
Q03518,P0197,zh,电池容量多少毫安?,feature
Q03519,P0421,zh,最低起订量多少才能拿到折扣?,price
Q03520,P0404,zh,最低起订量多少才能拿到折扣?,price
Q03521,P0215,zh,最低起订量多少才能拿到折扣?,price
Q03522,P0162,zh,首次合作能给9折吗?,price
Q03523,P0257,zh,可以做自有品牌包装吗?,customization
Q03524,P0408,en,What's the lead time for 1000 units?,delivery
Q03525,P0210,zh,材料是否不含BPA?,feature
Q03526,P0388,en,What is the minimum order quantity to get a discount?,price
Q03527,P0234,zh,急单能走空运吗?,delivery
Q03528,P0304,zh,发到德国需要多久?,delivery
Q03529,P0286,en,"We need custom retail packaging, is that possible?",customization
Q03530,P0308,zh,"你们竞争对手报价更低,能否匹配?",price
Q03531,P0227,zh,发到德国需要多久?,delivery
Q03532,P0035,en,Can you offer a better price for bulk orders?,price
Q03533,P0380,zh,颜色可以定制吗?,customization
Q03534,P0215,zh,包装盒能换成我们的品牌设计吗?,customization
Q03535,P0467,en,Any chance of a 10% discount for first-time buyers?,price
Q03536,P0102,zh,可以做自有品牌包装吗?,customization
Q03537,P0070,zh,大批量采购可以给个更好的价格吗?,price
Q03538,P0151,en,What is the battery capacity?,feature
Q03539,P0388,zh,这个产品支持IPX7防水吗?,feature
Q03540,P0453,en,What's the lead time for 1000 units?,delivery
Q03541,P0341,en,What is the battery capacity?,feature
Q03542,P0427,en,Is the price negotiable for 500 units?,price
Q03543,P0149,en,What's the warranty period?,feature
Q03544,P0318,zh,包装上能加我们的logo吗?,customization
Q03545,P0446,zh,大批量采购可以给个更好的价格吗?,price
Q03546,P0349,en,Is air freight available for urgent orders?,delivery
Q03547,P0488,zh,能发一下技术参数表吗?,feature
Q03548,P0248,en,What's the warranty period?,feature
Q03549,P0115,en,Does this product support waterproof IPX7?,feature
Q03550,P0408,en,What is the battery capacity?,feature
Q03551,P0134,en,Any chance of a 10% discount for first-time buyers?,price
Q03552,P0228,zh,有CE认证吗?,feature
Q03553,P0350,en,Do you support DDP shipping to the US?,delivery
Q03554,P0111,zh,颜色可以定制吗?,customization
Q03555,P0015,en,What's the warranty period?,feature
Q03556,P0097,en,The price seems high compared to similar products.,price
Q03557,P0378,en,Does this product support waterproof IPX7?,feature
Q03558,P0242,zh,包装上能加我们的logo吗?,customization
Q03559,P0214,en,Is the material BPA-free?,feature
Q03560,P0407,zh,1000件的生产周期多久?,delivery
Q03561,P0265,zh,能发一下技术参数表吗?,feature
Q03562,P0240,zh,有CE认证吗?,feature
Q03563,P0255,zh,可以做自有品牌包装吗?,customization
Q03564,P0388,en,Can you offer a better price for bulk orders?,price
Q03565,P0302,en,Can you offer a better price for bulk orders?,price
Q03566,P0382,zh,包装上能加我们的logo吗?,customization
Q03567,P0334,en,Do you support DDP shipping to the US?,delivery
Q03568,P0490,zh,这个月有促销价吗?,price
Q03569,P0338,zh,材料是否不含BPA?,feature
Q03570,P0248,en,Is the material BPA-free?,feature
Q03571,P0147,zh,这个月有促销价吗?,price
Q03572,P0008,zh,发到德国需要多久?,delivery
Q03573,P0139,en,Is the material BPA-free?,feature
Q03574,P0493,en,"Your competitor offers $X less, can you match it?",price
Q03575,P0305,zh,包装上能加我们的logo吗?,customization
Q03576,P0259,zh,材料是否不含BPA?,feature
Q03577,P0492,zh,首次合作能给9折吗?,price
Q03578,P0180,en,Is the price negotiable for 500 units?,price
Q03579,P0189,zh,1000件的生产周期多久?,delivery
Q03580,P0013,zh,可以做自有品牌包装吗?,customization
Q03581,P0258,zh,保修期多久?,feature
Q03582,P0212,zh,急单能走空运吗?,delivery
Q03583,P0132,en,What is the minimum order quantity to get a discount?,price
Q03584,P0322,en,What's the warranty period?,feature
Q03585,P0242,zh,急单能走空运吗?,delivery
Q03586,P0092,zh,可以做自有品牌包装吗?,customization
Q03587,P0411,en,What's the warranty period?,feature
Q03588,P0124,en,Can you share the technical spec sheet?,feature
Q03589,P0398,zh,发到德国需要多久?,delivery
Q03590,P0211,en,What is the minimum order quantity to get a discount?,price
Q03591,P0167,en,Does this product support waterproof IPX7?,feature
Q03592,P0372,en,Can the color be customized?,customization
Q03593,P0310,en,Is air freight available for urgent orders?,delivery
Q03594,P0494,en,Any chance of a 10% discount for first-time buyers?,price
Q03595,P0068,zh,包装上能加我们的logo吗?,customization
Q03596,P0468,en,Can you offer a better price for bulk orders?,price
Q03597,P0484,zh,保修期多久?,feature
Q03598,P0091,zh,和同类产品相比价格偏高。,price
Q03599,P0434,zh,500件的话价格能再优惠吗?,price
Q03600,P0297,en,Can you offer a better price for bulk orders?,price
Q03601,P0292,zh,"你们竞争对手报价更低,能否匹配?",price
Q03602,P0114,en,"Your competitor offers $X less, can you match it?",price
Q03603,P0292,en,Can the color be customized?,customization
Q03604,P0050,zh,这个月有促销价吗?,price
Q03605,P0363,zh,大批量采购可以给个更好的价格吗?,price
Q03606,P0478,en,Any chance of a 10% discount for first-time buyers?,price
Q03607,P0215,en,Do you have any promotional pricing this month?,price
Q03608,P0345,zh,这个月有促销价吗?,price
Q03609,P0216,zh,春节前能到货吗?,delivery
Q03610,P0156,en,Does this product support waterproof IPX7?,feature
Q03611,P0039,en,Does this product support waterproof IPX7?,feature
Q03612,P0060,zh,首次合作能给9折吗?,price
Q03613,P0317,zh,材料是否不含BPA?,feature
Q03614,P0107,zh,大批量采购可以给个更好的价格吗?,price
Q03615,P0027,zh,颜色可以定制吗?,customization
Q03616,P0226,zh,电池容量多少毫安?,feature
Q03617,P0362,zh,能保证12月15号前到货吗?,delivery
Q03618,P0315,en,Do you support OEM/ODM service?,customization
Q03619,P0246,zh,这个产品支持IPX7防水吗?,feature
Q03620,P0150,zh,春节前能到货吗?,delivery
Q03621,P0133,zh,这个月有促销价吗?,price
Q03622,P0347,en,What is the minimum order quantity to get a discount?,price
Q03623,P0073,en,"We need custom retail packaging, is that possible?",customization
Q03624,P0497,en,Can you share the technical spec sheet?,feature
Q03625,P0248,en,Does it come with a CE certification?,feature
Q03626,P0052,zh,首次合作能给9折吗?,price
Q03627,P0430,zh,包装盒能换成我们的品牌设计吗?,customization
Q03628,P0260,en,Can we add our logo on the packaging?,customization
Q03629,P0030,en,Does it come with a CE certification?,feature
Q03630,P0435,en,The price seems high compared to similar products.,price
Q03631,P0481,zh,急单能走空运吗?,delivery
Q03632,P0011,zh,"你们竞争对手报价更低,能否匹配?",price
Q03633,P0156,en,"Your competitor offers $X less, can you match it?",price
Q03634,P0122,en,Will the order arrive before Chinese New Year?,delivery
Q03635,P0011,zh,这个月有促销价吗?,price
Q03636,P0355,zh,电池容量多少毫安?,feature
Q03637,P0326,zh,保修期多久?,feature
Q03638,P0213,zh,包装盒能换成我们的品牌设计吗?,customization
Q03639,P0000,zh,这个产品支持IPX7防水吗?,feature
Q03640,P0358,zh,发到德国需要多久?,delivery
Q03641,P0091,en,What's the lead time for 1000 units?,delivery
Q03642,P0447,zh,电池容量多少毫安?,feature
Q03643,P0394,en,What's the lead time for 1000 units?,delivery
Q03644,P0194,zh,保修期多久?,feature
Q03645,P0308,zh,这个月有促销价吗?,price
Q03646,P0329,zh,发到德国需要多久?,delivery
Q03647,P0227,en,Is private label packaging available?,customization
Q03648,P0480,zh,可以做自有品牌包装吗?,customization
Q03649,P0105,en,What is the battery capacity?,feature
Q03650,P0181,zh,急单能走空运吗?,delivery
Q03651,P0485,zh,保修期多久?,feature
Q03652,P0245,zh,支持OEM/ODM吗?,customization
Q03653,P0093,en,"We need custom retail packaging, is that possible?",customization
Q03654,P0268,zh,包装盒能换成我们的品牌设计吗?,customization
Q03655,P0472,zh,"你们竞争对手报价更低,能否匹配?",price
Q03656,P0275,en,Does this product support waterproof IPX7?,feature
Q03657,P0200,zh,"需要定制零售包装,可以做吗?",customization
Q03658,P0225,en,Does it come with a CE certification?,feature
Q03659,P0289,zh,首次合作能给9折吗?,price
Q03660,P0075,en,Is the price negotiable for 500 units?,price
Q03661,P0110,zh,首次合作能给9折吗?,price
Q03662,P0129,zh,500件的话价格能再优惠吗?,price
Q03663,P0357,zh,包装盒能换成我们的品牌设计吗?,customization
Q03664,P0423,en,Is the material BPA-free?,feature
Q03665,P0381,en,Does this product support waterproof IPX7?,feature
Q03666,P0401,zh,能保证12月15号前到货吗?,delivery
Q03667,P0484,zh,最低起订量多少才能拿到折扣?,price
Q03668,P0403,en,Is the material BPA-free?,feature
Q03669,P0442,en,Does this product support waterproof IPX7?,feature
Q03670,P0335,zh,有CE认证吗?,feature
Q03671,P0285,zh,最低起订量多少才能拿到折扣?,price
Q03672,P0068,en,Can you guarantee delivery before December 15?,delivery
Q03673,P0467,en,Is the material BPA-free?,feature
Q03674,P0121,zh,可以做自有品牌包装吗?,customization
Q03675,P0413,en,What's the warranty period?,feature
Q03676,P0188,zh,能保证12月15号前到货吗?,delivery
Q03677,P0265,zh,和同类产品相比价格偏高。,price
Q03678,P0259,zh,颜色可以定制吗?,customization
Q03679,P0423,zh,支持DDP发到美国吗?,delivery
Q03680,P0369,en,Can we add our logo on the packaging?,customization
Q03681,P0402,zh,"你们竞争对手报价更低,能否匹配?",price
Q03682,P0184,en,Can we add our logo on the packaging?,customization
Q03683,P0182,en,Can you offer a better price for bulk orders?,price
Q03684,P0158,en,Can the color be customized?,customization
Q03685,P0128,en,Does this product support waterproof IPX7?,feature
Q03686,P0207,en,Can we add our logo on the packaging?,customization
Q03687,P0140,en,Can you share the technical spec sheet?,feature
Q03688,P0449,en,Is the price negotiable for 500 units?,price
Q03689,P0193,en,What's the lead time for 1000 units?,delivery
Q03690,P0435,en,Can we add our logo on the packaging?,customization
Q03691,P0157,zh,500件的话价格能再优惠吗?,price
Q03692,P0113,zh,大批量采购可以给个更好的价格吗?,price
Q03693,P0343,zh,保修期多久?,feature
Q03694,P0155,zh,大批量采购可以给个更好的价格吗?,price
Q03695,P0295,zh,可以做自有品牌包装吗?,customization
Q03696,P0276,zh,包装盒能换成我们的品牌设计吗?,customization
Q03697,P0187,zh,首次合作能给9折吗?,price
Q03698,P0025,zh,500件的话价格能再优惠吗?,price
Q03699,P0216,en,What's the warranty period?,feature
Q03700,P0333,en,"We need custom retail packaging, is that possible?",customization
Q03701,P0086,zh,电池容量多少毫安?,feature
Q03702,P0214,en,Does it come with a CE certification?,feature
Q03703,P0259,en,Is air freight available for urgent orders?,delivery
Q03704,P0325,en,Is the price negotiable for 500 units?,price
Q03705,P0181,en,Will the order arrive before Chinese New Year?,delivery
Q03706,P0450,zh,1000件的生产周期多久?,delivery
Q03707,P0038,zh,保修期多久?,feature
Q03708,P0177,en,Can we add our logo on the packaging?,customization
Q03709,P0395,en,Any chance of a 10% discount for first-time buyers?,price
Q03710,P0090,en,"Your competitor offers $X less, can you match it?",price
Q03711,P0464,zh,支持OEM/ODM吗?,customization
Q03712,P0239,zh,颜色可以定制吗?,customization
Q03713,P0146,en,Can you offer a better price for bulk orders?,price
Q03714,P0071,en,Does it come with a CE certification?,feature
Q03715,P0024,en,Does it come with a CE certification?,feature
Q03716,P0069,zh,这个月有促销价吗?,price
Q03717,P0375,en,The price seems high compared to similar products.,price
Q03718,P0452,en,The price seems high compared to similar products.,price
Q03719,P0132,en,Do you support OEM/ODM service?,customization
Q03720,P0125,zh,500件的话价格能再优惠吗?,price
Q03721,P0294,zh,"需要定制零售包装,可以做吗?",customization
Q03722,P0363,zh,大批量采购可以给个更好的价格吗?,price
Q03723,P0354,en,Is the material BPA-free?,feature
Q03724,P0290,zh,保修期多久?,feature
Q03725,P0350,en,Is air freight available for urgent orders?,delivery
Q03726,P0113,zh,支持OEM/ODM吗?,customization
Q03727,P0432,zh,最低起订量多少才能拿到折扣?,price
Q03728,P0470,en,What is the minimum order quantity to get a discount?,price
Q03729,P0176,en,What's the lead time for 1000 units?,delivery
Q03730,P0330,en,Is air freight available for urgent orders?,delivery
Q03731,P0305,zh,这个产品支持IPX7防水吗?,feature
Q03732,P0082,en,"Your competitor offers $X less, can you match it?",price
Q03733,P0060,zh,最低起订量多少才能拿到折扣?,price
Q03734,P0059,en,Is the material BPA-free?,feature
Q03735,P0322,zh,首次合作能给9折吗?,price
Q03736,P0308,en,What is the battery capacity?,feature
Q03737,P0039,en,Is the material BPA-free?,feature
Q03738,P0443,en,Is the price negotiable for 500 units?,price
Q03739,P0384,zh,急单能走空运吗?,delivery
Q03740,P0038,zh,春节前能到货吗?,delivery
Q03741,P0124,en,Do you support DDP shipping to the US?,delivery
Q03742,P0337,zh,最低起订量多少才能拿到折扣?,price
Q03743,P0496,en,What is the battery capacity?,feature
Q03744,P0370,zh,"你们竞争对手报价更低,能否匹配?",price
Q03745,P0378,en,Does this product support waterproof IPX7?,feature
Q03746,P0396,en,Does this product support waterproof IPX7?,feature
Q03747,P0322,zh,500件的话价格能再优惠吗?,price
Q03748,P0118,en,What's the warranty period?,feature
Q03749,P0264,en,Will the order arrive before Chinese New Year?,delivery
Q03750,P0120,zh,能保证12月15号前到货吗?,delivery
Q03751,P0025,en,The price seems high compared to similar products.,price
Q03752,P0243,en,Can you offer a better price for bulk orders?,price
Q03753,P0439,zh,这个月有促销价吗?,price
Q03754,P0030,en,Is air freight available for urgent orders?,delivery
Q03755,P0341,zh,这个月有促销价吗?,price
Q03756,P0159,en,Is the price negotiable for 500 units?,price
Q03757,P0101,zh,大批量采购可以给个更好的价格吗?,price
Q03758,P0067,en,The price seems high compared to similar products.,price
Q03759,P0153,en,Any chance of a 10% discount for first-time buyers?,price
Q03760,P0250,zh,"你们竞争对手报价更低,能否匹配?",price
Q03761,P0142,zh,和同类产品相比价格偏高。,price
Q03762,P0217,zh,"需要定制零售包装,可以做吗?",customization
Q03763,P0180,zh,最低起订量多少才能拿到折扣?,price
Q03764,P0244,zh,首次合作能给9折吗?,price
Q03765,P0438,zh,包装盒能换成我们的品牌设计吗?,customization
Q03766,P0250,zh,电池容量多少毫安?,feature
Q03767,P0424,zh,包装盒能换成我们的品牌设计吗?,customization
Q03768,P0129,zh,材料是否不含BPA?,feature
Q03769,P0113,en,Do you support OEM/ODM service?,customization
Q03770,P0280,zh,春节前能到货吗?,delivery
Q03771,P0111,en,Any chance of a 10% discount for first-time buyers?,price
Q03772,P0346,en,What is the minimum order quantity to get a discount?,price
Q03773,P0167,en,"Your competitor offers $X less, can you match it?",price
Q03774,P0074,zh,1000件的生产周期多久?,delivery
Q03775,P0022,zh,"你们竞争对手报价更低,能否匹配?",price
Q03776,P0303,zh,保修期多久?,feature
Q03777,P0207,en,"We need custom retail packaging, is that possible?",customization
Q03778,P0122,en,Can you offer a better price for bulk orders?,price
Q03779,P0108,zh,春节前能到货吗?,delivery
Q03780,P0163,en,Does this product support waterproof IPX7?,feature
Q03781,P0258,zh,和同类产品相比价格偏高。,price
Q03782,P0212,en,Can you share the technical spec sheet?,feature
Q03783,P0209,en,Is private label packaging available?,customization
Q03784,P0231,en,Can you offer a better price for bulk orders?,price
Q03785,P0461,zh,"你们竞争对手报价更低,能否匹配?",price
Q03786,P0412,en,Any chance of a 10% discount for first-time buyers?,price
Q03787,P0153,zh,发到德国需要多久?,delivery
Q03788,P0085,zh,材料是否不含BPA?,feature
Q03789,P0406,zh,能发一下技术参数表吗?,feature
Q03790,P0064,en,The price seems high compared to similar products.,price
Q03791,P0032,en,Can you change the box design to our brand?,customization
Q03792,P0298,en,Can we add our logo on the packaging?,customization
Q03793,P0096,zh,"你们竞争对手报价更低,能否匹配?",price
Q03794,P0166,zh,能保证12月15号前到货吗?,delivery
Q03795,P0353,en,Do you have any promotional pricing this month?,price
Q03796,P0168,en,The price seems high compared to similar products.,price
Q03797,P0213,zh,急单能走空运吗?,delivery
Q03798,P0419,zh,"需要定制零售包装,可以做吗?",customization
Q03799,P0488,en,Is the material BPA-free?,feature
Q03800,P0082,zh,有CE认证吗?,feature
Q03801,P0208,zh,首次合作能给9折吗?,price
Q03802,P0256,en,What is the battery capacity?,feature
Q03803,P0037,en,What is the minimum order quantity to get a discount?,price
Q03804,P0473,zh,这个产品支持IPX7防水吗?,feature
Q03805,P0254,zh,能发一下技术参数表吗?,feature
Q03806,P0360,zh,保修期多久?,feature
Q03807,P0060,zh,首次合作能给9折吗?,price
Q03808,P0417,zh,500件的话价格能再优惠吗?,price
Q03809,P0443,en,Do you have any promotional pricing this month?,price
Q03810,P0360,en,"Your competitor offers $X less, can you match it?",price
Q03811,P0269,zh,有CE认证吗?,feature
Q03812,P0377,en,Is the price negotiable for 500 units?,price
Q03813,P0136,en,Does this product support waterproof IPX7?,feature
Q03814,P0140,en,Is the price negotiable for 500 units?,price
Q03815,P0127,zh,和同类产品相比价格偏高。,price
Q03816,P0418,zh,材料是否不含BPA?,feature
Q03817,P0044,en,Do you support OEM/ODM service?,customization
Q03818,P0111,en,Does it come with a CE certification?,feature
Q03819,P0002,zh,这个月有促销价吗?,price
Q03820,P0326,en,Will the order arrive before Chinese New Year?,delivery
Q03821,P0367,zh,大批量采购可以给个更好的价格吗?,price
Q03822,P0407,en,Can you guarantee delivery before December 15?,delivery
Q03823,P0170,en,Does it come with a CE certification?,feature
Q03824,P0026,en,What is the minimum order quantity to get a discount?,price
Q03825,P0428,en,Any chance of a 10% discount for first-time buyers?,price
Q03826,P0311,zh,能发一下技术参数表吗?,feature
Q03827,P0349,en,What's the warranty period?,feature
Q03828,P0477,zh,大批量采购可以给个更好的价格吗?,price
Q03829,P0368,en,Can we add our logo on the packaging?,customization
Q03830,P0014,en,The price seems high compared to similar products.,price
Q03831,P0181,zh,和同类产品相比价格偏高。,price
Q03832,P0266,zh,最低起订量多少才能拿到折扣?,price
Q03833,P0259,zh,急单能走空运吗?,delivery
Q03834,P0442,zh,急单能走空运吗?,delivery
Q03835,P0001,en,"Your competitor offers $X less, can you match it?",price
Q03836,P0135,en,Can you change the box design to our brand?,customization
Q03837,P0061,zh,支持OEM/ODM吗?,customization
Q03838,P0493,en,"Your competitor offers $X less, can you match it?",price
Q03839,P0284,en,What's the lead time for 1000 units?,delivery
Q03840,P0430,en,Will the order arrive before Chinese New Year?,delivery
Q03841,P0395,zh,大批量采购可以给个更好的价格吗?,price
Q03842,P0385,zh,首次合作能给9折吗?,price
Q03843,P0024,zh,有CE认证吗?,feature
Q03844,P0052,zh,大批量采购可以给个更好的价格吗?,price
Q03845,P0082,en,Is the price negotiable for 500 units?,price
Q03846,P0421,zh,保修期多久?,feature
Q03847,P0423,en,Do you have any promotional pricing this month?,price
Q03848,P0294,zh,急单能走空运吗?,delivery
Q03849,P0326,en,What is the minimum order quantity to get a discount?,price
Q03850,P0288,zh,"你们竞争对手报价更低,能否匹配?",price
Q03851,P0215,zh,这个月有促销价吗?,price
Q03852,P0359,zh,最低起订量多少才能拿到折扣?,price
Q03853,P0271,zh,有CE认证吗?,feature
Q03854,P0076,en,Do you support DDP shipping to the US?,delivery
Q03855,P0366,en,Is air freight available for urgent orders?,delivery
Q03856,P0416,zh,能保证12月15号前到货吗?,delivery
Q03857,P0450,en,Do you support OEM/ODM service?,customization
Q03858,P0167,en,Does it come with a CE certification?,feature
Q03859,P0277,zh,"你们竞争对手报价更低,能否匹配?",price
Q03860,P0166,zh,春节前能到货吗?,delivery
Q03861,P0486,zh,发到德国需要多久?,delivery
Q03862,P0056,en,What's the warranty period?,feature
Q03863,P0118,en,What is the minimum order quantity to get a discount?,price
Q03864,P0208,zh,可以做自有品牌包装吗?,customization
Q03865,P0238,en,Is the price negotiable for 500 units?,price
Q03866,P0424,en,Does this product support waterproof IPX7?,feature
